title,type,description,lon,lat,periods,minDate,maxDate,id,tags
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.197845,35.168455,R,-30,300,208943526,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.237163,35.190018,R,-30,300,208943527,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.176366,35.211315,R,-30,300,208943528,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.13988,35.208297,R,-30,300,208943529,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.191903,35.094111,R,-30,300,208943530,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.177922,35.099695,R,-30,300,208943531,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.078948,35.264598,R,-30,300,208943541,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.1746200000000009,35.302912,R,-30,300,208943542,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.187692,35.299348,R,-30,300,208943543,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.214833,35.298325,R,-30,300,208943544,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.225256,35.307314,R,-30,300,208943545,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.11377,35.215406,R,-30,300,208943546,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D1 unnamed unlabeled ((1 aqueduct, 2 monuments, 2 cemeteries))",9.083199,35.83871,R,-30,300,208943558,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D1 unnamed unlabeled ((1 aqueduct, 2 monuments, 2 cemeteries))",9.249505,35.716491,R,-30,300,208943560,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D1 unnamed unlabeled ((1 aqueduct, 2 monuments, 2 cemeteries))",9.127807,35.616971,R,-30,300,208943567,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D1 unnamed unlabeled ((1 aqueduct, 2 monuments, 2 cemeteries))",9.171263,35.652138,R,-30,300,208943568,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D1 unnamed unlabeled ((1 aqueduct, 2 monuments, 2 cemeteries))",9.154772,35.584402,R,-30,300,208943569,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D1 unnamed unlabeled ((1 aqueduct, 2 monuments, 2 cemeteries))",9.229743,35.569058,R,-30,300,208943570,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 C4-D4 unnamed unlabeled ((8 stretches of wall))",8.823738,34.499036,R,-30,300,208943625,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 B3 unnamed unlabeled (settlements)",4.531752,36.881215,RL,-30,640,208943677,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 F3 unnamed unlabeled ((6 monuments, 1 wall, 1 aqueduct))",10.638942,34.799876,R,-30,300,208943704,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 F3 unnamed unlabeled ((6 monuments, 1 wall, 1 aqueduct))",10.009041,34.990574,R,-30,300,208943718,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 31 E3 unnamed unlabeled (settlements)",6.329222,36.648905,RL,-30,640,208943729,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 H2 unnamed unlabeled ((4 cemeteries))",11.05142,35.301663,R,-30,300,208943744,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 H2 unnamed unlabeled ((4 cemeteries))",11.015073,35.318142,R,-30,300,208943745,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 H2 unnamed unlabeled ((4 cemeteries))",11.026235,35.378603,R,-30,300,208943746,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 H2 unnamed unlabeled ((4 cemeteries))",11.14369,35.239678,R,-30,300,208943748,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 H2 unnamed unlabeled ((4 cemeteries))",11.026676,35.222754,R,-30,300,208943749,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 H2 unnamed unlabeled ((4 cemeteries))",11.050194,35.179779,R,-30,300,208943750,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 H2 unnamed unlabeled ((4 cemeteries))",11.124018,35.250286,R,-30,300,208943751,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,villa,Unlabeled feature captured from the Barrington Atlas,9.905404,33.858758,RL,-30,640,535279843,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,villa,Unlabeled feature captured from the Barrington Atlas,9.988353,33.853018,RL,-30,640,535279844,"dare:major=0, dare:ancient=2, dare:feature=villa"
Ferme Romanette,villa,"An ancient place, cited: BAtlas 34 A2 Ferme Romanette",2.459976,35.314471,R,-30,300,334545,"dare:major=0, dare:ancient=0, dare:feature=villa"
Fundus Thavagalensis,villa,"An ancient place, cited: BAtlas 34 E2 Fundus Thavagalensis",7.888715,35.864336,RL,-30,640,334547,"dare:ancient=1, dare:major=0, dare:feature=villa"
Fundus (Dic)itanus,villa,"An ancient place, cited: BAtlas 33 F1 Fundus (Dic)itanus",10.147576,35.938507,RL,-30,640,324706,"dare:ancient=1, dare:major=0, dare:feature=villa"
Fundus Ver(...),villa,"An ancient place, cited: BAtlas 33 C1 Fundus Ver(...)",8.62168,35.737815,R,-30,300,324707,"dare:ancient=1, dare:major=0, dare:feature=villa"
Henchir-Draa-Ech-Chii,villa,"An ancient place, cited: BAtlas 33 F1 Henchir-Draa-Ech-Chii",10.255803,35.910253,R,-30,300,324720,"dare:major=0, dare:ancient=0, dare:feature=villa"
Henchir-el-Ateuch,villa,"An ancient place, cited: BAtlas 33 B2 Henchir-el-Ateuch",7.987893,35.106317,RL,-30,640,324721,"dare:major=0, dare:ancient=0, dare:feature=villa"
Henchir-et-Touil,villa,"An ancient place, cited: BAtlas 33 C2 Henchir-et-Touil",8.706533,35.015406,RL,-30,640,324740,"dare:major=0, dare:ancient=0, dare:feature=villa"
Henchir-Guemaguen,villa,"An ancient place, cited: BAtlas 33 G2 Henchir-Guemaguen",10.860814,35.180552,R,-30,300,324741,"dare:major=0, dare:ancient=0, dare:feature=villa"
Masticana Fundus,villa,"An ancient place, cited: BAtlas 33 B2 Masticana Fundus",8.437644,35.176459,RL,-30,640,324778,"dare:ancient=1, dare:major=0, dare:feature=villa"
Saltus Massipianus,villa,"An ancient place, cited: BAtlas 33 C1 Saltus Massipianus",8.452689,35.566036,R,-30,300,324806,"dare:ancient=1, dare:major=0, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 B3 unnamed unlabeled ((1 monument))",8.232036,34.685135,R,-30,300,327673,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 C4-D4 unnamed unlabeled ((8 stretches of wall))",8.865674,34.465407,R,-30,300,327677,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D1 unnamed unlabeled ((1 aqueduct, 2 monuments, 2 cemeteries))",9.494381,35.561944,R,-30,300,327678,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 D2 unnamed unlabeled ((5 monuments))",9.482386,35.332974,R,-30,300,327679,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E1 unnamed unlabeled ((1 wall, 4 monuments, 3 aqueducts))",9.746149,35.943354,R,-30,300,327681,"dare:major=0, dare:ancient=2, dare:feature=villa"
Untitled,"villa, unlabeled","An ancient place, cited: BAtlas 33 E2 unnamed unlabeled ((5 aqueducts, 1 monument))",9.505638,35.223703,R,-30,300,327682,"dare:major=0, dare:ancient=2, dare:feature=villa"
Villa near Wadi Ghirza,villa,An ancient villa near the Wadi Ghirza,14.428144,30.809863,RL,-30,640,3445460,"dare:major=0, dare:ancient=0, dare:feature=villa"
Abicada,villa,"An ancient place, cited: BAtlas 26 B4 Abicada",-8.597014,37.151313,RL,-30,640,255948,"dare:major=0, dare:ancient=0, dare:feature=villa"
Amendoal,villa,"An ancient place, cited: BAtlas 26 C4 Amendoal",-7.935138,37.015364,RL,-30,640,255974,"dare:major=0, dare:ancient=0, dare:feature=villa"
La Bobadilla,villa,"An ancient place, cited: BAtlas 26 F4 La Bobadilla",-4.696233,37.041503,HR,-330,300,256026,"dare:major=0, dare:ancient=0, dare:feature=villa"
Boca do Rio,villa,"An ancient place, cited: BAtlas 26 B4 Boca do Rio",-8.8205995,37.07638,RL,-30,640,256027,"dare:major=0, dare:ancient=0, dare:feature=villa"
Las Canteras,villa,"An ancient place, cited: BAtlas 26 E4 Las Canteras",-5.777157,37.385449,RL,-30,640,256050,"dare:major=0, dare:ancient=0, dare:feature=villa"
Villa Fuente Álamo,villa,A Roman villa at Puente Genil in the province of Córdoba in Spain.,-4.72522555214,37.4173251186,RLM,-30,2100,570101218,
Villa near Wadi Ghirza,villa,An ancient villa near the Wadi Ghirza,14.41395,30.796342,R,-30,300,963100978,"dare:major=0, dare:ancient=0, dare:feature=villa"
Unnamed villa,villa,An unnamed villa from the Boreum region,19.612248,30.337114,RL,-30,640,963100979,"dare:major=0, dare:ancient=2, dare:feature=villa"
Unnamed villa,villa,An unnamed villa from the Boreum region,19.560797,30.320737,RL,-30,640,963100980,"dare:major=0, dare:ancient=2, dare:feature=villa"
Unnamed villa,villa,An unnamed villa from the Boreum region,19.723926,30.433596,RL,-30,640,963100981,"dare:major=0, dare:ancient=2, dare:feature=villa"
Unnamed villa,villa,An unnamed villa from the Boreum region,19.657426,30.363952,RL,-30,640,963100982,"dare:major=0, dare:ancient=2, dare:feature=villa"
Unnamed villa,villa,An unnamed villa from the Boreum region,19.78706,30.430717,RL,-30,640,963100983,"dare:major=0, dare:ancient=2, dare:feature=villa"
Unnamed villa,villa,An unnamed villa from the Boreum region,19.770233,30.475195,RL,-30,640,963100984,"dare:major=0, dare:ancient=2, dare:feature=villa"
Unnamed villa,villa,An unnamed villa from the Boreum region,19.716407,30.313994,RL,-30,640,963100985,"dare:major=0, dare:ancient=2, dare:feature=villa"
Unnamed villa,villa,An unnamed villa from the Boreum region,19.798142,30.39611,RL,-30,640,963100986,"dare:major=0, dare:ancient=2, dare:feature=villa"
Place near Taparura,"settlement, villa",Unnamed minor settlement or villa in the territory of the Machounoi,10.687936,34.812933,HR,-330,300,963101045,"dare:major=0, dare:feature=settlement, dare:ancient=2"
